Date,Open,High,Low,Close,Adj Close,Volume
2019-05-15,6.751590,6.820400,6.707900,6.752470,6.752470,0
2019-05-16,6.737490,6.777430,6.726810,6.737520,6.737520,0
2019-05-17,6.763640,6.802750,6.743540,6.763000,6.763000,0
2019-05-20,6.765660,6.780700,6.701970,6.765950,6.765950,0
2019-05-21,6.724680,6.776830,6.705830,6.725000,6.725000,0
2019-05-22,6.767610,6.825090,6.751660,6.767840,6.767840,0
2019-05-23,6.825960,6.869230,6.798860,6.824980,6.824980,0
2019-05-24,6.840120,6.854320,6.778900,6.839290,6.839290,0
2019-05-27,6.810560,6.822270,6.761450,6.807430,6.807430,0
2019-05-28,6.786260,6.802910,6.710750,6.790950,6.790950,0
2019-05-29,6.737170,6.755100,6.689700,6.736480,6.736480,0
2019-05-30,6.699890,6.718470,6.530300,6.700330,6.700330,0
2019-05-31,6.575340,6.601040,6.484400,6.578260,6.578260,0
2019-06-03,6.548430,6.586600,6.521500,6.551010,6.551010,0
2019-06-04,6.559790,6.593860,6.457200,6.559600,6.559600,0
2019-06-05,6.497770,6.516230,6.391860,6.497230,6.497230,0
2019-06-06,6.419920,6.532350,6.411280,6.420140,6.420140,0
2019-06-07,6.525210,6.606880,6.516170,6.526210,6.526210,0
2019-06-10,6.609530,6.625740,6.515980,6.610050,6.610050,0
2019-06-11,6.552550,6.607860,6.516410,6.552490,6.552490,0
2019-06-12,6.569050,6.608100,6.536860,6.572890,6.572890,0
2019-06-13,6.562360,6.651650,6.552980,6.561330,6.561330,0
2019-06-14,6.626030,6.694020,6.592450,6.625350,6.625350,0
2019-06-17,6.632550,6.649780,6.578210,6.633130,6.633130,0
2019-06-18,6.589250,6.602950,6.516620,6.589080,6.589080,0
2019-06-19,6.522140,6.613510,6.520030,6.522650,6.522650,0
2019-06-20,6.507930,6.539570,6.468800,6.506670,6.506670,0
2019-06-21,6.506470,6.613200,6.502100,6.507760,6.507760,0
2019-06-24,6.557020,6.634010,6.500990,6.560020,6.560020,0
2019-06-25,6.611130,6.640800,6.555210,6.610730,6.610730,0
2019-06-26,6.582790,6.601730,6.538420,6.586500,6.586500,0
2019-06-27,6.561300,6.584670,6.547660,6.561670,6.561670,0
2019-06-28,6.559590,6.594730,6.547700,6.559820,6.559820,0
2019-07-01,6.519060,6.527940,6.377960,6.513530,6.513530,0
2019-07-02,6.375570,6.433660,6.359670,6.374980,6.374980,0
2019-07-03,6.377000,6.388400,6.327760,6.378550,6.378550,0
2019-07-04,6.343470,6.358450,6.300090,6.355350,6.355350,0
2019-07-05,6.314350,6.340600,6.300420,6.314320,6.314320,0
2019-07-08,6.444730,6.489230,6.406870,6.446790,6.446790,0
2019-07-09,6.425090,6.439190,6.370300,6.426860,6.426860,0
2019-07-10,6.418240,6.457120,6.408850,6.415380,6.415380,0
2019-07-11,6.400200,6.417100,6.369610,6.400200,6.400200,0
2019-07-12,6.396870,6.493770,6.387710,6.398830,6.398830,0
2019-07-15,6.452250,6.458200,6.418250,6.452200,6.452200,0
2019-07-16,6.426200,6.443850,6.389430,6.426710,6.426710,0
2019-07-17,6.401000,6.408390,6.365700,6.406700,6.406700,0
2019-07-18,6.376730,6.414730,6.372630,6.387900,6.387900,0
2019-07-19,6.321480,6.362110,6.321230,6.326990,6.326990,0
2019-07-22,6.341510,6.381200,6.338220,6.335080,6.335080,0
2019-07-23,6.351340,6.376630,6.338700,6.351960,6.351960,0
2019-07-24,6.376640,6.386960,6.341900,6.375610,6.375610,0
2019-07-25,6.360010,6.394350,6.289680,6.360820,6.360820,0
2019-07-26,6.351280,6.359040,6.256500,6.350830,6.350830,0
2019-07-29,6.294570,6.310050,6.233800,6.294120,6.294120,0
2019-07-30,6.256510,6.256510,6.189150,6.256600,6.256600,0
2019-07-31,6.199370,6.206850,6.146900,6.199750,6.199750,0
2019-08-01,6.170590,6.190620,6.145790,6.172420,6.172420,0
2019-08-02,6.205980,6.220650,6.164580,6.204110,6.204110,0
2019-08-05,6.160810,6.245990,6.160700,6.162470,6.162470,0
2019-08-06,6.281670,6.285510,6.160100,6.281870,6.281870,0
2019-08-07,6.194600,6.203050,6.129200,6.195950,6.195950,0
2019-08-08,6.147120,6.185610,6.107400,6.148800,6.148800,0
2019-08-09,6.134000,6.176500,6.113400,6.131480,6.131480,0
2019-08-12,6.148690,6.243400,6.147350,6.149450,6.149450,0
2019-08-13,6.236400,6.321390,6.217730,6.236600,6.236600,0
2019-08-14,6.216900,6.273020,6.214460,6.222000,6.222000,0
2019-08-15,6.250500,6.252700,6.179050,6.250490,6.250490,0
2019-08-16,6.184770,6.188020,6.133400,6.184440,6.184440,0
2019-08-19,6.190810,6.285070,6.170400,6.190640,6.190640,0
2019-08-20,6.257790,6.374100,6.251320,6.258730,6.258730,0
2019-08-21,6.357600,6.363360,6.332060,6.356970,6.356970,0
2019-08-22,6.344800,6.426380,6.336600,6.355650,6.355650,0
2019-08-23,6.391220,6.419830,6.359500,6.391630,6.391630,0
2019-08-26,6.487560,6.497770,6.427300,6.488170,6.488170,0
2019-08-27,6.467400,6.501250,6.439900,6.470750,6.470750,0
2019-08-28,6.461610,6.483400,6.422500,6.461970,6.461970,0
2019-08-29,6.450980,6.474140,6.440800,6.451690,6.451690,0
2019-08-30,6.448540,6.456500,6.396400,6.448840,6.448840,0
2019-09-02,6.411610,6.418950,6.360840,6.412200,6.412200,0
2019-09-03,6.363730,6.366830,6.277980,6.367100,6.367100,0
2019-09-04,6.278660,6.290500,6.205660,6.279040,6.279040,0
2019-09-05,6.258230,6.300840,6.228120,6.258460,6.258460,0
2019-09-06,6.282810,6.325200,6.273060,6.278870,6.278870,0
2019-09-09,6.288070,6.369600,6.285630,6.288010,6.288010,0
2019-09-10,6.341490,6.387970,6.339550,6.343000,6.343000,0
2019-09-11,6.370800,6.396400,6.314500,6.372270,6.372270,0
2019-09-12,6.328460,6.354960,6.196380,6.329690,6.329690,0
2019-09-13,6.254570,6.311230,6.248500,6.258570,6.258570,0
2019-09-16,6.346900,6.357240,6.273300,6.345820,6.345820,0
2019-09-17,6.300210,6.321580,6.284420,6.300780,6.300780,0
2019-09-18,6.310400,6.313280,6.256200,6.313800,6.313800,0
2019-09-19,6.262400,6.321300,6.258660,6.260770,6.260770,0
2019-09-20,6.311100,6.331010,6.279200,6.312590,6.312590,0
2019-09-23,6.322480,6.326110,6.273820,6.322250,6.322250,0
2019-09-24,6.284790,6.288420,6.237800,6.287490,6.287490,0
2019-09-25,6.269930,6.279170,6.223490,6.270620,6.270620,0
2019-09-26,6.209940,6.235740,6.177290,6.210550,6.210550,0
2019-09-27,6.187690,6.215510,6.178700,6.187580,6.187580,0
2019-09-30,6.198280,6.206210,6.145500,6.193400,6.193400,0
2019-10-01,6.157520,6.260900,6.146850,6.153410,6.153410,0
2019-10-02,6.251910,6.280130,6.223800,6.251700,6.251700,0
2019-10-03,6.246880,6.265150,6.206390,6.247600,6.247600,0
2019-10-04,6.246910,6.264540,6.228000,6.247020,6.247020,0
2019-10-07,6.272680,6.379160,6.263960,6.271250,6.271250,0
2019-10-08,6.403910,6.421440,6.351800,6.403780,6.403780,0
2019-10-09,6.393330,6.449660,6.382700,6.392160,6.392160,0
2019-10-10,6.453740,6.505150,6.412290,6.463400,6.463400,0
2019-10-11,6.431720,6.493610,6.415970,6.431620,6.431620,0
2019-10-14,6.498670,6.544970,6.497180,6.498570,6.498570,0
2019-10-15,6.534070,6.540350,6.457470,6.532690,6.532690,0
2019-10-16,6.533700,6.545230,6.488780,6.534110,6.534110,0
2019-10-17,6.511940,6.563420,6.507610,6.512890,6.512890,0
2019-10-18,6.464910,6.476500,6.401100,6.466980,6.466980,0
2019-10-21,6.467800,6.530880,6.456200,6.462600,6.462600,0
2019-10-22,6.534650,6.535320,6.457480,6.533840,6.533840,0
2019-10-23,6.454490,6.462430,6.367150,6.454170,6.454170,0
2019-10-24,6.384990,6.427190,6.380860,6.384830,6.384830,0
2019-10-25,6.399390,6.426700,6.387660,6.400180,6.400180,0
2019-10-28,6.393140,6.397720,6.336170,6.390030,6.390030,0
2019-10-29,6.358500,6.384100,6.346330,6.358800,6.358800,0
2019-10-30,6.385940,6.412490,6.340290,6.390360,6.390360,0
2019-10-31,6.356940,6.385960,6.356690,6.354830,6.354830,0
2019-11-01,6.367430,6.399940,6.360430,6.367660,6.367660,0
2019-11-04,6.367380,6.393090,6.338400,6.367670,6.367670,0
2019-11-05,6.377350,6.395930,6.362000,6.381650,6.381650,0
2019-11-06,6.368620,6.392500,6.362770,6.368490,6.368490,0
2019-11-07,6.362290,6.379460,6.333040,6.363380,6.363380,0
2019-11-08,6.351530,6.356970,6.340910,6.351900,6.351900,0
2019-11-11,6.356110,6.387910,6.351030,6.355940,6.355940,0
2019-11-12,6.363960,6.375830,6.348920,6.367550,6.367550,0
2019-11-13,6.355420,6.360130,6.310560,6.355670,6.355670,0
2019-11-14,6.333290,6.366640,6.320040,6.334120,6.334120,0
2019-11-15,6.332590,6.356870,6.332590,6.332590,6.332590,0
2019-11-18,6.349960,6.362750,6.325420,6.347150,6.347150,0
2019-11-19,6.339950,6.357290,6.313320,6.337700,6.337700,0
2019-11-20,6.315370,6.331010,6.288100,6.313660,6.313660,0
2019-11-21,6.311760,6.329300,6.300490,6.311950,6.311950,0
2019-11-22,6.302190,6.326550,6.293000,6.301680,6.301680,0
2019-11-25,6.300340,6.331720,6.286900,6.300220,6.300220,0
2019-11-26,6.319200,6.354550,6.316520,6.323910,6.323910,0
2019-11-27,6.345000,6.368190,6.333600,6.344910,6.344910,0
2019-11-28,6.357240,6.367550,6.338420,6.363450,6.363450,0
2019-11-29,6.337200,6.345000,6.315200,6.337710,6.337710,0
2019-12-02,6.331690,6.362630,6.315400,6.332880,6.332880,0
2019-12-03,6.359010,6.384780,6.341400,6.359350,6.359350,0
2019-12-04,6.361700,6.386660,6.315700,6.361010,6.361010,0
2019-12-05,6.367310,6.398270,6.358500,6.367530,6.367530,0
2019-12-06,6.379220,6.403370,6.374460,6.383950,6.383950,0
2019-12-09,6.390870,6.437200,6.387840,6.390160,6.390160,0
2019-12-10,6.429350,6.438290,6.416920,6.426390,6.426390,0
2019-12-11,6.436990,6.452060,6.424820,6.436220,6.436220,0
2019-12-12,6.456080,6.474700,6.409370,6.460000,6.460000,0
2019-12-13,6.452750,6.495850,6.445410,6.453770,6.453770,0
2019-12-16,6.461350,6.525700,6.461240,6.460260,6.460260,0
2019-12-17,6.514550,6.566510,6.510260,6.513450,6.513450,0
2019-12-18,6.559960,6.588570,6.547670,6.559780,6.559780,0
2019-12-19,6.579850,6.615260,6.573500,6.586200,6.586200,0
2019-12-20,6.607700,6.607700,6.558400,6.607500,6.607500,0
2019-12-23,6.576780,6.602730,6.561600,6.576240,6.576240,0
2019-12-24,6.594100,6.604950,6.578400,6.593860,6.593860,0
2019-12-25,6.597550,6.598850,6.586550,6.599350,6.599350,0
2019-12-26,6.584130,6.593050,6.578880,6.584100,6.584100,0
2019-12-27,6.581750,6.658480,6.581440,6.581570,6.581570,0
2019-12-30,6.651080,6.668930,6.646300,6.651380,6.651380,0
2019-12-31,6.660010,6.686360,6.659310,6.660380,6.660380,0
2020-01-01,6.669500,6.669500,6.669500,6.669500,6.669500,0
2020-01-02,6.668960,6.680970,6.648880,6.672890,6.672890,0
2020-01-03,6.652720,6.677280,6.647900,6.650380,6.650380,0
2020-01-06,6.661630,6.695670,6.660600,6.661340,6.661340,0
2020-01-07,6.680020,6.683400,6.648020,6.682100,6.682100,0
2020-01-08,6.663610,6.676350,6.571230,6.663210,6.663210,0
2020-01-09,6.561640,6.590980,6.499780,6.560600,6.560600,0
2020-01-10,6.527600,6.542890,6.509420,6.526460,6.526460,0
2020-01-13,6.532150,6.538270,6.504820,6.532310,6.532310,0
2020-01-14,6.528070,6.570990,6.526570,6.528660,6.528660,0
2020-01-15,6.550800,6.563080,6.543470,6.547120,6.547120,0
2020-01-16,6.557740,6.570560,6.515230,6.550270,6.550270,0
2020-01-17,6.520130,6.551700,6.511100,6.520380,6.520380,0
2020-01-20,6.537850,6.560440,6.535240,6.535930,6.535930,0
2020-01-21,6.558680,6.593440,6.541900,6.562040,6.562040,0
2020-01-22,6.573700,6.586000,6.552740,6.573990,6.573990,0
2020-01-23,6.566590,6.578610,6.547820,6.566210,6.566210,0
2020-01-24,6.552510,6.565610,6.541600,6.550030,6.550030,0
2020-01-27,6.555630,6.563190,6.547470,6.554890,6.554890,0
2020-01-28,6.545140,6.557010,6.531100,6.545260,6.545260,0
2020-01-29,6.545370,6.565730,6.534990,6.545150,6.545150,0
2020-01-30,6.561060,6.602420,6.559970,6.560310,6.560310,0
2020-01-31,6.591100,6.633760,6.584490,6.588530,6.588530,0
2020-02-03,6.626840,6.633320,6.606200,6.625780,6.625780,0
2020-02-04,6.617590,6.620040,6.584300,6.617630,6.617630,0
2020-02-05,6.600300,6.613750,6.574440,6.600900,6.600900,0
2020-02-06,6.577450,6.591440,6.564570,6.584050,6.584050,0
2020-02-07,6.572760,6.630720,6.554670,6.572700,6.572700,0
2020-02-10,6.555110,6.594600,6.545650,6.555410,6.555410,0
2020-02-11,6.550030,6.602180,6.549120,6.552100,6.552100,0
2020-02-12,6.566540,6.602650,6.546430,6.568650,6.568650,0
2020-02-13,6.570880,6.591740,6.547690,6.570450,6.570450,0
2020-02-14,6.546350,6.577800,6.538550,6.548350,6.548350,0
2020-02-17,6.564040,6.566600,6.543870,6.564660,6.564660,0
2020-02-18,6.548970,6.574670,6.543660,6.548980,6.548980,0
2020-02-19,6.542330,6.565770,6.535910,6.542250,6.542250,0
2020-02-20,6.578600,6.599530,6.561800,6.573640,6.573640,0
2020-02-21,6.580450,6.636350,6.579940,6.582880,6.582880,0
2020-02-24,6.628100,6.671490,6.593600,6.623000,6.623000,0
2020-02-25,6.632870,6.678000,6.591150,6.632730,6.632730,0
2020-02-26,6.685880,6.714940,6.676030,6.688740,6.688740,0
2020-02-27,6.704050,6.806160,6.703680,6.702910,6.702910,0
2020-02-28,6.824190,6.910500,6.820580,6.825270,6.825270,0
2020-03-02,6.905100,6.946500,6.848360,6.904290,6.904290,0
2020-03-03,6.867780,6.921380,6.744750,6.870060,6.870060,0
2020-03-04,6.828900,6.849690,6.751940,6.828880,6.828880,0
2020-03-05,6.767390,6.849440,6.748600,6.775840,6.775840,0
2020-03-06,6.847780,6.924180,6.829730,6.847960,6.847960,0
2020-03-09,6.968950,7.081770,6.892400,6.941000,6.941000,0
2020-03-10,7.012210,7.027480,6.923410,7.015820,7.015820,0
2020-03-11,6.981040,7.032830,6.943640,6.982800,6.982800,0
2020-03-12,6.990880,7.066180,6.970510,7.001040,7.001040,0
2020-03-13,7.057340,7.078520,6.974860,7.058340,7.058340,0
2020-03-16,7.011870,7.164440,6.968700,7.005780,7.005780,0
2020-03-17,7.172310,7.190510,7.002250,7.170960,7.170960,0
2020-03-18,7.046030,7.118490,7.017030,7.044680,7.044680,0
2020-03-19,7.071420,7.120340,6.994760,7.082580,7.082580,0
2020-03-20,6.970130,7.029810,6.955090,6.970200,6.970200,0
2020-03-23,7.008810,7.124280,6.964760,7.013010,7.013010,0
2020-03-24,7.042410,7.081710,6.942410,7.043000,7.043000,0
2020-03-25,6.940000,6.997850,6.903890,6.953600,6.953600,0
2020-03-26,6.979020,7.093900,6.974140,6.980630,6.980630,0
2020-03-27,7.057340,7.134290,7.048680,7.059000,7.059000,0
2020-03-30,7.192920,7.269860,7.156000,7.194540,7.194540,0
2020-03-31,7.238200,7.259710,7.177550,7.240450,7.240450,0
2020-04-01,7.290000,7.322940,7.259720,7.288050,7.288050,0
2020-04-02,7.343130,7.352120,7.161450,7.345010,7.345010,0
2020-04-03,7.189710,7.274850,7.181100,7.189360,7.189360,0
2020-04-06,7.280380,7.331740,7.265330,7.279130,7.279130,0
2020-04-07,7.305400,7.380690,7.280550,7.304370,7.304370,0
2020-04-08,7.383740,7.398540,7.330460,7.361830,7.361830,0
2020-04-09,7.364710,7.378740,7.251730,7.365030,7.365030,0
2020-04-10,7.284980,7.355200,7.260400,7.309160,7.309160,0
2020-04-13,7.340350,7.439740,7.311850,7.341160,7.341160,0
2020-04-14,7.386990,7.473110,7.384840,7.387930,7.387930,0
2020-04-15,7.482800,7.539100,7.474970,7.484250,7.484250,0
2020-04-16,7.524700,7.553530,7.496930,7.523100,7.523100,0
2020-04-17,7.507110,7.554000,7.410380,7.506270,7.506270,0
2020-04-20,7.495240,7.556410,7.467960,7.493390,7.493390,0
2020-04-21,7.538170,7.596000,7.516030,7.539000,7.539000,0
2020-04-22,7.567990,7.611080,7.555440,7.569530,7.569530,0
2020-04-23,7.538430,7.559040,7.471420,7.542310,7.542310,0
2020-04-24,7.484180,7.550490,7.472220,7.485240,7.485240,0
2020-04-27,7.529130,7.584210,7.517190,7.515900,7.515900,0
2020-04-28,7.556910,7.617140,7.556540,7.561800,7.561800,0
2020-04-29,7.564540,7.593530,7.530970,7.564340,7.564340,0
2020-04-30,7.551480,7.665040,7.531650,7.551780,7.551780,0
2020-05-01,7.646780,7.748380,7.638890,7.647900,7.647900,0
2020-05-04,7.684590,7.709640,7.653870,7.689570,7.689570,0
2020-05-05,7.684020,7.702500,7.648320,7.680860,7.680860,0
2020-05-06,7.674780,7.779490,7.654500,7.676460,7.676460,0
2020-05-07,7.771570,7.851380,7.630420,7.785290,7.785290,0
2020-05-08,7.678680,7.765430,7.639100,7.681240,7.681240,0
2020-05-11,7.677300,7.701370,7.638520,7.679000,7.679000,0
2020-05-12,7.630580,7.637960,7.566590,7.629570,7.629570,0
2020-05-13,7.582410,7.596570,7.550100,7.587540,7.587540,0
2020-05-14,7.541310,7.545400,7.494740,7.544800,7.544800,0
2020-05-15,7.479680,7.501450,7.452300,7.480230,7.480230,0
2020-05-18,7.449150,7.506380,7.391710,7.446660,7.446660,0
2020-05-19,7.501630,7.520450,7.401520,7.502680,7.502680,0
2020-05-20,7.406830,7.467430,7.402130,7.405740,7.405740,0
2020-05-21,7.444130,7.481360,7.430210,7.444440,7.444440,0
2020-05-22,7.430090,7.439300,7.401100,7.428350,7.428350,0
2020-05-25,7.427200,7.434460,7.394030,7.426700,7.426700,0
2020-05-26,7.425130,7.442820,7.347900,7.426800,7.426800,0
2020-05-27,7.379290,7.471570,7.363210,7.393700,7.393700,0
2020-05-28,7.463700,7.544410,7.452950,7.464020,7.464020,0
2020-05-29,7.544990,7.615590,7.541850,7.545550,7.545550,0
2020-06-01,7.569770,7.600100,7.562500,7.572220,7.572220,0
2020-06-02,7.568710,7.609220,7.498250,7.568990,7.568990,0
2020-06-03,7.490580,7.578600,7.472420,7.491320,7.491320,0
2020-06-04,7.547640,7.676100,7.531670,7.551310,7.551310,0
2020-06-05,7.646130,7.692070,7.639640,7.647340,7.647340,0
2020-06-08,7.643570,7.685130,7.620870,7.648710,7.648710,0
2020-06-09,7.653340,7.722190,7.633870,7.657090,7.657090,0
2020-06-10,7.692330,7.728440,7.687530,7.691260,7.691260,0
2020-06-11,7.694090,7.789900,7.675160,7.694270,7.694270,0
2020-06-12,7.718650,7.739250,7.675640,7.717070,7.717070,0
2020-06-15,7.671220,7.735210,7.655450,7.669650,7.669650,0
2020-06-16,7.730010,7.752130,7.686480,7.733630,7.733630,0
2020-06-17,7.694640,7.722280,7.679670,7.695280,7.695280,0
2020-06-18,7.680350,7.721160,7.674300,7.681320,7.681320,0
2020-06-19,7.680010,7.710090,7.650650,7.680550,7.680550,0
2020-06-22,7.654990,7.707590,7.649960,7.653490,7.653490,0
2020-06-23,7.714840,7.773810,7.687410,7.716620,7.716620,0
2020-06-24,7.745330,7.762100,7.715120,7.744510,7.744510,0
2020-06-25,7.707270,7.717250,7.662690,7.706930,7.706930,0
2020-06-26,7.689400,7.702250,7.672460,7.686750,7.686750,0
2020-06-29,7.688490,7.736150,7.680390,7.688020,7.688020,0
2020-06-30,7.696470,7.714150,7.670280,7.705880,7.705880,0
2020-07-01,7.693070,7.724870,7.640900,7.695350,7.695350,0
2020-07-02,7.701230,7.745280,7.691000,7.700720,7.700720,0
2020-07-03,7.696970,7.737000,7.689230,7.696720,7.696720,0
2020-07-06,7.717890,7.782650,7.717890,7.717010,7.717010,0
2020-07-07,7.754430,7.777900,7.729860,7.756210,7.756210,0
2020-07-08,7.726080,7.783800,7.724600,7.726820,7.726820,0
2020-07-09,7.774810,7.800000,7.744590,7.774880,7.774880,0
2020-07-10,7.739500,7.773640,7.726450,7.740530,7.740530,0
2020-07-13,7.760110,7.798940,7.737600,7.761340,7.761340,0
2020-07-14,7.779730,7.828860,7.771310,7.777450,7.777450,0
2020-07-15,7.831380,7.859510,7.814150,7.831240,7.831240,0
2020-07-16,7.827370,7.842150,7.801750,7.827500,7.827500,0
2020-07-17,7.806540,7.854590,7.798140,7.807330,7.807330,0
2020-07-20,7.841820,7.861030,7.817570,7.843460,7.843460,0
2020-07-21,7.852230,7.866820,7.820420,7.851950,7.851950,0
2020-07-22,7.874640,7.945290,7.871390,7.873650,7.873650,0
2020-07-23,7.909200,7.951200,7.902950,7.912710,7.912710,0
2020-07-24,7.925460,7.968290,7.923570,7.926140,7.926140,0
2020-07-27,7.974850,8.076990,7.974850,7.974340,7.974340,0
